gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,0.64,0,0.8271,"получает от 3 узлов; дальше переводит 16,685 ₸"
100000000018102100,peripheral,0.48,0,0.2721,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000031787100,transit,0.8378,1,0.5487,получает от 1 / отправляет 2 узлам; проход 1.00; FIFO 0–2 дня 44%; порядок внутри дня неизвестен
100000000041368100,terminal,0.72,2,0.5764,получает от 1 узлов; в выборке исходящих связей нет
100000000076451100,coordinator,0.96,3,0.809,достижим из 7 seed; вход от 3 и выход к 4 узлам
100000000089154100,distributor,0.92,0,0.6465,"переводит 15 получателям; исходящий оборот 425,500 ₸"
100000000190228100,peripheral,0.42,4,0.5738,"in=1, out=1; критерии основных ролей не достигнуты"
100000000201868100,transit,0.92,5,0.6163,получает от 1 / отправляет 1 узлам; проход 1.00; FIFO 0–2 дня 100%; порядок внутри дня неизвестен
100000000254336100,transit,0.8758,0,0.7028,получает от 2 / отправляет 1 узлам; проход 0.62; FIFO 0–2 дня 100%; порядок внутри дня неизвестен
100000000267734100,distributor,0.8,1,0.7454,"переводит 7 получателям; исходящий оборот 282,000 ₸"
100000000274067100,peripheral,0.42,1,0.7292,"in=2, out=3; критерии основных ролей не достигнуты"
100000000287768100,terminal,0.72,0,0.458,получает от 1 узлов; в выборке исходящих связей нет
100000000288317100,coordinator,0.94,0,0.7532,достижим из 7 seed; вход от 2 и выход к 3 узлам
100000000291906100,coordinator,0.94,6,0.7065,достижим из 7 seed; вход от 2 и выход к 2 узлам
100000000291908100,peripheral,0.42,6,0.5837,"in=1, out=1; критерии основных ролей не достигнуты"
100000000297649100,peripheral,0.42,7,0.6378,"in=1, out=1; критерии основных ролей не достигнуты"
100000000299820100,peripheral,0.48,8,0.2886,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000307908100,terminal,0.72,9,0.3157,получает от 1 узлов; в выборке исходящих связей нет
100000000331309100,coordinator,0.96,10,0.9058,достижим из 7 seed; вход от 5 и выход к 99 узлам
100000000332284100,coordinator,0.96,10,0.8613,достижим из 7 seed; вход от 10 и выход к 3 узлам
100000000343175100,distributor,0.94,11,0.8715,"переводит 31 получателям; исходящий оборот 4,000,039 ₸; seed: входящие потоки неполны"
100000000369781100,peripheral,0.48,10,0.2928,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000375150100,peripheral,0.48,12,0.3718,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000404740100,peripheral,0.48,13,0.3048,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000408846100,terminal,0.72,14,0.3639,получает от 1 узлов; в выборке исходящих связей нет
100000000413678100,coordinator,0.94,8,0.7755,достижим из 7 seed; вход от 2 и выход к 3 узлам
100000000424935100,peripheral,0.48,15,0.3024,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000425407100,terminal,0.72,2,0.4553,получает от 1 узлов; в выборке исходящих связей нет
100000000437046100,coordinator,0.96,0,0.8873,достижим из 7 seed; вход от 9 и выход к 42 узлам
100000000440392100,terminal,0.72,16,0.4696,получает от 1 узлов; в выборке исходящих связей нет
100000000456947100,peripheral,0.42,17,0.0,"in=0, out=0; нет наблюдаемых рёбер; seed: входящие потоки неполны"
100000000470237100,peripheral,0.48,15,0.3261,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000481716100,terminal,0.72,18,0.4491,получает от 1 узлов; в выборке исходящих связей нет
100000000489417100,consolidator,0.64,12,0.8036,"получает от 3 узлов; дальше переводит 80,000 ₸"
100000000490383100,coordinator,0.96,16,0.7888,достижим из 7 seed; вход от 3 и выход к 8 узлам
100000000500040100,peripheral,0.48,0,0.3405,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000507799100,peripheral,0.42,19,0.5536,"in=1, out=1; критерии основных ролей не достигнуты"
100000000533217100,terminal,0.72,0,0.4294,получает от 1 узлов; в выборке исходящих связей нет
100000000534581100,transit,0.6773,8,0.6998,получает от 2 / отправляет 1 узлам; проход 0.71; FIFO 0–2 дня 0%; порядок внутри дня неизвестен
100000000542087100,peripheral,0.48,20,0.2385,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000552584100,peripheral,0.42,21,0.622,"in=1, out=1; критерии основных ролей не достигнуты"
100000000555721100,terminal,0.72,0,0.5957,получает от 2 узлов; в выборке исходящих связей нет
100000000557536100,peripheral,0.48,20,0.2823,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000560751100,terminal,0.72,12,0.4053,получает от 1 узлов; в выборке исходящих связей нет
100000000561160100,peripheral,0.48,2,0.3876,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000569479100,terminal,0.72,0,0.5289,получает от 1 узлов; в выборке исходящих связей нет
100000000572276100,peripheral,0.42,22,0.4221,"in=1, out=1; критерии основных ролей не достигнуты"
100000000580561100,peripheral,0.42,23,0.6201,"in=2, out=3; критерии основных ролей не достигнуты; seed: входящие потоки неполны"
100000000581662100,peripheral,0.48,24,0.2504,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000581682100,peripheral,0.48,15,0.2779,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000583220100,peripheral,0.42,25,0.552,"in=1, out=1; критерии основных ролей не достигнуты"
100000000594783100,transit,0.7527,21,0.641,получает от 1 / отправляет 2 узлам; проход 0.06; FIFO 0–2 дня 100%; порядок внутри дня неизвестен
100000000596954100,transit,0.8282,2,0.6251,получает от 1 / отправляет 2 узлам; проход 0.40; FIFO 0–2 дня 100%; порядок внутри дня неизвестен
100000000600707100,peripheral,0.48,26,0.2844,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000607731100,peripheral,0.42,27,0.4763,"in=1, out=1; критерии основных ролей не достигнуты"
100000000607941100,peripheral,0.42,16,0.7138,"in=2, out=1; критерии основных ролей не достигнуты"
100000000608031100,peripheral,0.48,28,0.3022,граница обхода depth=4; отсутствие исходящих не доказывает удержание
100000000611474100,terminal,0.72,29,0.4117,получает от 1 узлов; в выборке исходящих связей нет
